,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6
20,0.593270869,0.594532129,0.595825735,0.597146713,0.598489964,0.59985031,0.601222548,0.602601498,0.603982059,0.605359262,0.608084708,0.610742726,0.613303403,0.615742979,0.618044256,0.620196443,0.622194567,0.624038594,0.625732429,0.627282942,0.628699085,0.629991163,0.631170255,0.632247772,0.633235137,0.634143546,0.634983811,0.635766243,0.636500581,0.637195947
25,0.588266454,0.589341969,0.590467576,0.591639298,0.592852862,0.594103747,0.595387228,0.596698419,0.598032315,0.599383839,0.602119372,0.604864756,0.607581729,0.610235635,0.612796816,0.615241578,0.617552641,0.619719039,0.621735586,0.623602043,0.62532215,0.626902659,0.628352454,0.62968181,0.630901796,0.632023826,0.633059315,0.634019439,0.634914966,0.635756135
30,0.584881348,0.585760392,0.586699885,0.587697144,0.588749048,0.589852088,0.591002414,0.592195883,0.593428103,0.594694473,0.597310485,0.600004556,0.602736709,0.605467845,0.608161322,0.610784471,0.613309844,0.615716022,0.617987904,0.620116486,0.622098249,0.623934294,0.625629384,0.627191009,0.628628548,0.629952571,0.631174285,0.63230511,0.633356368,0.63433906
35,0.582598,0.583291675,0.584050583,0.58487345,0.585758463,0.586703308,0.587705207,0.58876097,0.589867041,0.591019545,0.593447037,0.59600775,0.598663569,0.601375235,0.604103725,0.606811746,0.60946526,0.612034842,0.614496682,0.616833114,0.619032626,0.621089432,0.62300272,0.624775742,0.626414874,0.62792873,0.629327407,0.630621865,0.631823437,0.632943472
40,0.58107412,0.581602172,0.582196249,0.582856391,0.583582084,0.584372261,0.585225314,0.586139128,0.587111119,0.58813828,0.590344269,0.592726405,0.595250151,0.597878368,0.600572527,0.603294,0.606005482,0.608672482,0.61126471,0.613757177,0.616130842,0.618372775,0.620475839,0.622438039,0.624261659,0.625952327,0.627518126,0.628968801,0.6303151,0.631568255
45,0.580079681,0.580463993,0.580912565,0.581426483,0.582006356,0.582652269,0.58336376,0.584139816,0.584978892,0.585878937,0.587851464,0.590032566,0.592392221,0.594896584,0.597509198,0.600192147,0.602907289,0.60561762,0.608288735,0.610890199,0.61339668,0.615788652,0.618052615,0.620180854,0.62217083,0.624024361,0.625746699,0.627345644,0.628830739,0.630212598
50,0.579458275,0.579719593,0.580042025,0.580427367,0.58087707,0.58139216,0.581973178,0.582620139,0.583332513,0.584109226,0.585848797,0.587820441,0.589999302,0.59235553,0.594855604,0.597463493,0.600141767,0.602852785,0.605560026,0.608229513,0.610831167,0.613339924,0.615736435,0.618007298,0.620144832,0.622146489,0.624014048,0.625752709,0.627370216,0.628876056
55,0.579102606,0.579259117,0.579473066,0.579746634,0.580081812,0.580480301,0.58094343,0.58147208,0.582066632,0.582726936,0.584241511,0.586004054,0.58799533,0.590189992,0.592558002,0.595065892,0.597677873,0.600356899,0.60306584,0.605768787,0.608432453,0.611027495,0.613529582,0.615920061,0.618186148,0.620320682,0.622321526,0.624190765,0.625933812,0.62755854
60,0.578938425,0.579005393,0.579126126,0.579302932,0.579538072,0.579833661,0.580191575,0.580613357,0.581100137,0.581652574,0.582954463,0.584513793,0.586317187,0.58834418,0.590568623,0.592960054,0.595484879,0.598107427,0.600790984,0.603498958,0.606196182,0.608850287,0.611432981,0.613921051,0.616296949,0.618548921,0.6206707,0.622660887,0.624522134,0.626260264
65,0.578913828,0.578903767,0.578944087,0.579037044,0.579184963,0.579390151,0.579654807,0.579980923,0.580370192,0.580823927,0.581927747,0.583293179,0.584912677,0.586770894,0.588845891,0.591110538,0.593533808,0.596081881,0.598719141,0.6014092,0.604116073,0.606805475,0.609446181,0.612011237,0.61447887,0.616832977,0.619063149,0.621164303,0.623136013,0.624981684
70,0.578992105,0.578915162,0.578885631,0.578905605,0.578977328,0.579103133,0.579285356,0.579526249,0.579827884,0.580192059,0.581113353,0.582296194,0.583738584,0.585430351,0.587353992,0.589485977,0.591798119,0.594258768,0.596833839,0.599487763,0.602184522,0.604888841,0.607567495,0.610190632,0.612732906,0.615174267,0.617500327,0.619702271,0.6217764,0.623723424
75,0.579146964,0.579011343,0.578920609,0.578876629,0.578881484,0.578937411,0.579046748,0.579211849,0.579435003,0.579718331,0.58047264,0.581485184,0.582759012,0.584289004,0.586062202,0.588058888,0.590253932,0.592618092,0.595119099,0.597722609,0.600393145,0.603095151,0.605794211,0.608458367,0.611059383,0.613573772,0.615983457,0.618275978,0.62044429,0.622486213
80,0.579359324,0.579171671,0.579026804,0.57892634,0.578872143,0.578866286,0.578911011,0.579008658,0.579161598,0.579372139,0.579974397,0.580829218,0.581944044,0.583318509,0.584944188,0.586805308,0.588879987,0.59114157,0.593559812,0.596101871,0.598733202,0.601418506,0.604122829,0.606812812,0.609457997,0.612032012,0.614513472,0.616886472,0.619140645,0.621270825
85,0.579615161,0.579380885,0.57918768,0.579036904,0.578930183,0.578869386,0.578856595,0.578894056,0.578984121,0.579129168,0.579593345,0.58030281,0.581268658,0.582494849,0.583977349,0.585704385,0.587657461,0.589812669,0.592141947,0.594614145,0.597195923,0.59985263,0.602549284,0.605251722,0.60792788,0.610549056,0.613090991,0.615534612,0.617866351,0.620078034
90,0.579904048,0.579627577,0.579390801,0.579194825,0.579041031,0.578931062,0.578866807,0.578850363,0.57888399,0.578970052,0.57930896,0.579884902,0.580711869,0.581797617,0.58314225,0.584737962,0.586569733,0.588616533,0.590852617,0.593248665,0.595772736,0.598391102,0.601069144,0.603772383,0.606467689,0.609124558,0.611716314,0.614221047,0.616622175,0.618908573
95,0.58021815,0.579903127,0.579626723,0.579389798,0.57919349,0.579039212,0.57892864,0.578863691,0.578846488,0.578879309,0.579104539,0.579558063,0.580256033,0.581209426,0.58242214,0.583890215,0.585602142,0.587539867,0.589680074,0.591995394,0.594455414,0.597027532,0.599677777,0.602371742,0.605075691,0.607757806,0.610389439,0.612946204,0.615408748,0.617763109
100,0.580551525,0.580200963,0.579888208,0.579613882,0.579378887,0.579184407,0.579031898,0.578923078,0.578859903,0.578844526,0.578966459,0.579307829,0.579886286,0.580715431,0.581802548,0.58314733,0.584741746,0.586570788,0.588613664,0.590845048,0.593236167,0.595755679,0.598370476,0.601046521,0.603749856,0.606447775,0.609110084,0.611710291,0.614226549,0.616642225
105,0.58089963,0.580516036,0.580169666,0.579860914,0.579590456,0.579359249,0.579168533,0.579019819,0.578914877,0.578855706,0.578883576,0.57912218,0.579590081,0.58030293,0.581270949,0.582497223,0.583977114,0.585698686,0.587643745,0.589789098,0.592107687,0.594569541,0.597142564,0.59979332,0.602487935,0.605193184,0.607877721,0.610513311,0.613075904,0.615546401
110,0.581258969,0.580844434,0.580466742,0.58012607,0.579822874,0.579557895,0.579332157,0.579146964,0.579003893,0.578904771,0.578846751,0.578991106,0.579356813,0.579961037,0.580816477,0.581929304,0.583298132,0.58491408,0.586761611,0.588819727,0.591063166,0.593463402,0.595989464,0.598608688,0.601287528,0.603992554,0.606691613,0.609355074,0.61195699,0.614476017
115,0.581626837,0.581183114,0.58077603,0.580405554,0.580071934,0.5797757,0.579517667,0.579298935,0.579120883,0.578985158,0.578848468,0.578906253,0.5791775,0.579680407,0.580429694,0.581434277,0.582695839,0.584208497,0.585959395,0.587929796,0.59009629,0.592431862,0.59490675,0.597489186,0.600146146,0.60284425,0.605550844,0.608235223,0.610869838,0.613431341
120,0.582001125,0.581529691,0.581094844,0.58069636,0.580334286,0.580008949,0.579720962,0.579471226,0.579260923,0.579091517,0.578882523,0.578860634,0.579044527,0.579453009,0.580102388,0.581003971,0.582162283,0.583574352,0.585229999,0.58711279,0.589201226,0.591469852,0.593890182,0.596431436,0.59906126,0.601746531,0.604454359,0.607153253,0.609814349,0.61241254
125,0.582380187,0.581882289,0.581421061,0.580996095,0.580607249,0.580254655,0.579938731,0.579660183,0.579420002,0.579219465,0.578943779,0.578848393,0.578951424,0.579271929,0.579827404,0.580631189,0.5816904,0.583004848,0.584567004,0.586362768,0.58837259,0.590572631,0.592935723,0.595432151,0.598030336,0.600697584,0.603400988,0.606108531,0.608790303,0.61141968
130,0.582762724,0.582239426,0.581752993,0.581302849,0.58088867,0.580510406,0.580168286,0.579862826,0.579594832,0.579365396,0.579027966,0.578864606,0.578892684,0.579131209,0.579598502,0.580309586,0.581273902,0.582493887,0.583964611,0.58567431,0.587605429,0.589735779,0.592039554,0.594488156,0.59705087,0.599695556,0.602389479,0.605100322,0.607797375,0.610452733
135,0.583147712,0.582599924,0.582089293,0.581615086,0.581176812,0.580774246,0.580407436,0.580076717,0.57978271,0.579526329,0.579131525,0.578905126,0.578863614,0.579025707,0.579410232,0.580033563,0.580907189,0.582035995,0.583417567,0.585042475,0.586895182,0.588955183,0.591198075,0.593596411,0.596120407,0.598738582,0.60141852,0.604127805,0.606835145,0.609511585
140,0.583534334,0.582962844,0.582428881,0.581931571,0.581470269,0.581044583,0.58065439,0.580299848,0.579981404,0.579699795,0.579251477,0.578966448,0.578860204,0.578950979,0.579257829,0.57979817,0.580585263,0.581626244,0.582921117,0.584462754,0.586237652,0.588227026,0.590407898,0.592754014,0.595236562,0.597824803,0.600486763,0.603190091,0.605903118,0.608596046
145,0.583921933,0.583327432,0.58277089,0.582251308,0.581767898,0.581320116,0.580907675,0.580530566,0.580189064,0.579883736,0.579385321,0.579045603,0.578879022,0.578903179,0.579137123,0.57959903,0.580303662,0.581260202,0.582470945,0.583931027,0.585628981,0.587547762,0.58966585,0.591958206,0.59439703,0.596952384,0.599592837,0.602286242,0.60500073,0.607705853
150,0.584309978,0.58369308,0.583114617,0.582573484,0.582068768,0.581599779,0.58116608,0.580767501,0.580404152,0.580076434,0.579530952,0.579140068,0.578917126,0.578878974,0.57904446,0.579432267,0.5800584,0.580933872,0.582063138,0.583443531,0.585065615,0.586914104,0.588968957,0.591206374,0.593599594,0.596119529,0.598735366,0.601415284,0.604127364,0.606840687
155,0.584698033,0.584059292,0.583459492,0.582897442,0.582372117,0.581882699,0.581428606,0.581009517,0.580625386,0.58027645,0.579686588,0.579247692,0.578971983,0.578875469,0.578976635,0.579294447,0.579845908,0.580643649,0.581694136,0.582996824,0.584544286,0.586323005,0.588314438,0.590496046,0.592842131,0.595324487,0.597912983,0.600576218,0.603282358,0.606000175
160,0.585085738,0.58442566,0.583805049,0.583222643,0.582677322,0.582168154,0.581694424,0.581255669,0.580851691,0.580482575,0.579850724,0.579366641,0.579041414,0.578890149,0.578930833,0.579182522,0.57966299,0.580386279,0.581360704,0.582587754,0.58406198,0.585771636,0.587699694,0.589824892,0.592122614,0.594565562,0.597124335,0.599768033,0.60246502,0.605183899
165,0.585472789,0.584791847,0.584150902,0.583548642,0.58298387,0.582455549,0.581962847,0.581505168,0.581082171,0.580693792,0.580022077,0.579495342,0.579123538,0.578920821,0.578904578,0.579093785,0.579506785,0.58015882,0.581059896,0.582213435,0.583615922,0.585257375,0.587122296,0.589190715,0.59143911,0.593841115,0.596368095,0.598989713,0.601674629,0.604391406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p = 0.2,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,,,,,
c = 100,0.5788206,0.5788278,0.578832,0.5788361,0.5788403,0.5788445,0.5788488,0.578853,0.5788573,0.5788615,0.5788656,0.5788698,0.5788739,0.5788779,0.5788819,0.5788859,0.5788898,0.5788937,0.5788975,0.5789013,0.578905,,,,,,,,,
